year,age,gender,education,income_range,income_numerical,count,ZHVI_avg,Income Needed_avg,ZHVI_max,Income Needed_max,ZHVI_min,Income Needed_min,ZHVI_med,Income Needed_med
2012,<18,Male,High school or equivalent,"\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,High school or equivalent,"\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,High school or equivalent,No Income,0,"3,311",255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,High school or equivalent,No Income,0,"3,311",255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,"3,311",255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,397,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,154,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,168,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,"2,032",255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,"2,032",255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,348,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,348,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,68,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,43,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,951,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,951,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$25,000 to \$34,999",29999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree","\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,729,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,"Some college, less than 4-yr degree",No Income,0,729,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,729,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$5,000 to \$9,999",7499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$10,000 to \$14,999",12499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$15,000 to \$24,999",19999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$25,000 to \$34,999",29999,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$35,000 to \$49,999",42499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$50,000 to \$74,999",62499,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,"\$75,000 and over",75000,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,Bachelor's degree or higher,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
2012,<18,Male,No high school diploma,No Income,0,0,255992.18364735125,103375.08380374203,593587.660559851,1029820.971738086,116382.83259168969,25977.32208709824,193070.2728213661,42499.22896235541
