Year,Age,Gender,Educational Attainment,Race,Personal Income,Population Count
2010,00 to 17,Male,"Some college, less than 4-yr degree",White,"$75,000 and over",53
2010,00 to 17,Male,"Some college, less than 4-yr degree",White,No Income,"3,557"
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,No Income,"3,557"
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$5,000 to $9,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$10,000 to $14,999",71
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$15,000 to $24,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$25,000 to $34,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$35,000 to $49,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$50,000 to $74,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,"$75,000 and over",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",African American,No Income,775
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,No Income,775
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,"$5,000 to $9,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,"$10,000 to $14,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,"$15,000 to $24,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,"$25,000 to $34,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,"$35,000 to $49,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,"$50,000 to $74,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,"$75,000 and over",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Native American,No Income,0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,No Income,0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$5,000 to $9,999",53
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$10,000 to $14,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$15,000 to $24,999",92
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$25,000 to $34,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$35,000 to $49,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$50,000 to $74,999",58
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,"$75,000 and over",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Asian,No Income,696
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,No Income,696
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$5,000 to $9,999",139
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$10,000 to $14,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$15,000 to $24,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$25,000 to $34,999",50
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$35,000 to $49,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$50,000 to $74,999",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,"$75,000 and over",0
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,No Income,"1,111"
2010,00 to 17,Male,"Some college, less than 4-yr degree",Other,No Income,"1,111"
2010,00 to 17,Male,Bachelor's degree or higher,White,No Income,"1,111"
2010,00 to 17,Male,Bachelor's degree or higher,White,"$5,000 to $9,999",0
2010,00 to 17,Male,Bachelor's degree or higher,White,"$10,000 to $14,999",0
2010,00 to 17,Male,Bachelor's degree or higher,White,"$15,000 to $24,999",0
2010,00 to 17,Male,Bachelor's degree or higher,White,"$25,000 to $34,999",0
2010,00 to 17,Male,Bachelor's degree or higher,White,"$35,000 to $49,999",0
2010,00 to 17,Male,Bachelor's degree or higher,White,"$50,000 to $74,999",0
2010,00 to 17,Male,Bachelor's degree or higher,White,"$75,000 and over",0
2010,00 to 17,Male,Bachelor's degree or higher,White,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,African American,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,African American,"$5,000 to $9,999",0
2010,00 to 17,Male,Bachelor's degree or higher,African American,"$10,000 to $14,999",0
2010,00 to 17,Male,Bachelor's degree or higher,African American,"$15,000 to $24,999",0
2010,00 to 17,Male,Bachelor's degree or higher,African American,"$25,000 to $34,999",0
2010,00 to 17,Male,Bachelor's degree or higher,African American,"$35,000 to $49,999",0
2010,00 to 17,Male,Bachelor's degree or higher,African American,"$50,000 to $74,999",0
2010,00 to 17,Male,Bachelor's degree or higher,African American,"$75,000 and over",0
2010,00 to 17,Male,Bachelor's degree or higher,African American,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,"$5,000 to $9,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,"$10,000 to $14,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,"$15,000 to $24,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,"$25,000 to $34,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,"$35,000 to $49,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,"$50,000 to $74,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,"$75,000 and over",0
2010,00 to 17,Male,Bachelor's degree or higher,Native American,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,"$5,000 to $9,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,"$10,000 to $14,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,"$15,000 to $24,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,"$25,000 to $34,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,"$35,000 to $49,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,"$50,000 to $74,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,"$75,000 and over",0
2010,00 to 17,Male,Bachelor's degree or higher,Asian,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,Other,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,Other,"$5,000 to $9,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Other,"$10,000 to $14,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Other,"$15,000 to $24,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Other,"$25,000 to $34,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Other,"$35,000 to $49,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Other,"$50,000 to $74,999",0
2010,00 to 17,Male,Bachelor's degree or higher,Other,"$75,000 and over",0
2010,00 to 17,Male,Bachelor's degree or higher,Other,No Income,0
2010,00 to 17,Male,Bachelor's degree or higher,Other,No Income,0
2010,00 to 17,Male,No high school diploma,White,No Income,0
2010,00 to 17,Male,No high school diploma,White,"$5,000 to $9,999","9,518"
2010,00 to 17,Male,No high school diploma,White,"$10,000 to $14,999","5,496"
2010,00 to 17,Male,No high school diploma,White,"$15,000 to $24,999","1,867"
2010,00 to 17,Male,No high school diploma,White,"$25,000 to $34,999",147
2010,00 to 17,Male,No high school diploma,White,"$35,000 to $49,999",172
2010,00 to 17,Male,No high school diploma,White,"$50,000 to $74,999",0
2010,00 to 17,Male,No high school diploma,White,"$75,000 and over",117
2010,00 to 17,Male,No high school diploma,White,No Income,"2,707,357"
2010,00 to 17,Male,No high school diploma,African American,No Income,"2,707,357"
2010,00 to 17,Male,No high school diploma,African American,"$5,000 to $9,999","2,843"
2010,00 to 17,Male,No high school diploma,African American,"$10,000 to $14,999","1,320"
2010,00 to 17,Male,No high school diploma,African American,"$15,000 to $24,999",378
2010,00 to 17,Male,No high school diploma,African American,"$25,000 to $34,999",67
2010,00 to 17,Male,No high school diploma,African American,"$35,000 to $49,999",0
2010,00 to 17,Male,No high school diploma,African American,"$50,000 to $74,999",0
2010,00 to 17,Male,No high school diploma,African American,"$75,000 and over",0
2010,00 to 17,Male,No high school diploma,African American,No Income,"274,247"
2010,00 to 17,Male,No high school diploma,Native American,No Income,"274,247"
2010,00 to 17,Male,No high school diploma,Native American,"$5,000 to $9,999",0
2010,00 to 17,Male,No high school diploma,Native American,"$10,000 to $14,999",79
2010,00 to 17,Male,No high school diploma,Native American,"$15,000 to $24,999",0
2010,00 to 17,Male,No high school diploma,Native American,"$25,000 to $34,999",0
2010,00 to 17,Male,No high school diploma,Native American,"$35,000 to $49,999",0
2010,00 to 17,Male,No high school diploma,Native American,"$50,000 to $74,999",0
2010,00 to 17,Male,No high school diploma,Native American,"$75,000 and over",0
2010,00 to 17,Male,No high school diploma,Native American,No Income,"22,530"
2010,00 to 17,Male,No high school diploma,Asian,No Income,"22,530"
2010,00 to 17,Male,No high school diploma,Asian,"$5,000 to $9,999",905
2010,00 to 17,Male,No high school diploma,Asian,"$10,000 to $14,999",410
2010,00 to 17,Male,No high school diploma,Asian,"$15,000 to $24,999",396
2010,00 to 17,Male,No high school diploma,Asian,"$25,000 to $34,999",86
2010,00 to 17,Male,No high school diploma,Asian,"$35,000 to $49,999",0
2010,00 to 17,Male,No high school diploma,Asian,"$50,000 to $74,999",0
2010,00 to 17,Male,No high school diploma,Asian,"$75,000 and over",0
2010,00 to 17,Male,No high school diploma,Asian,No Income,"513,582"
2010,00 to 17,Male,No high school diploma,Other,No Income,"513,582"
2010,00 to 17,Male,No high school diploma,Other,"$5,000 to $9,999","6,177"
2010,00 to 17,Male,No high school diploma,Other,"$10,000 to $14,999","1,342"
2010,00 to 17,Male,No high school diploma,Other,"$15,000 to $24,999",536
2010,00 to 17,Male,No high school diploma,Other,"$25,000 to $34,999",63
2010,00 to 17,Male,No high school diploma,Other,"$35,000 to $49,999",0
2010,00 to 17,Male,No high school diploma,Other,"$50,000 to $74,999",0
2010,00 to 17,Male,No high school diploma,Other,"$75,000 and over",71
2010,00 to 17,Male,No high school diploma,Other,No Income,"1,184,489"
2010,00 to 17,Male,No high school diploma,Other,No Income,"1,184,489"
2010,00 to 17,Male,No high school diploma,Other,No Income,"1,184,489"
2010,00 to 17,Female,High school or equivalent,White,No Income,"1,184,489"
2010,00 to 17,Female,High school or equivalent,White,"$5,000 to $9,999","1,174"
2010,00 to 17,Female,High school or equivalent,White,"$10,000 to $14,999","1,200"
2010,00 to 17,Female,High school or equivalent,White,"$15,000 to $24,999",215
2010,00 to 17,Female,High school or equivalent,White,"$25,000 to $34,999",0
2010,00 to 17,Female,High school or equivalent,White,"$35,000 to $49,999",0
2010,00 to 17,Female,High school or equivalent,White,"$50,000 to $74,999",16
2010,00 to 17,Female,High school or equivalent,White,"$75,000 and over",0
2010,00 to 17,Female,High school or equivalent,White,No Income,"10,824"
2010,00 to 17,Female,High school or equivalent,African American,No Income,"10,824"
2010,00 to 17,Female,High school or equivalent,African American,"$5,000 to $9,999",99
2010,00 to 17,Female,High school or equivalent,African American,"$10,000 to $14,999",0
2010,00 to 17,Female,High school or equivalent,African American,"$15,000 to $24,999",0
2010,00 to 17,Female,High school or equivalent,African American,"$25,000 to $34,999",0
2010,00 to 17,Female,High school or equivalent,African American,"$35,000 to $49,999",0
2010,00 to 17,Female,High school or equivalent,African American,"$50,000 to $74,999",0
2010,00 to 17,Female,High school or equivalent,African American,"$75,000 and over",0
2010,00 to 17,Female,High school or equivalent,African American,No Income,"1,697"
2010,00 to 17,Female,High school or equivalent,Native American,No Income,"1,697"
2010,00 to 17,Female,High school or equivalent,Native American,"$5,000 to $9,999",0
2010,00 to 17,Female,High school or equivalent,Native American,"$10,000 to $14,999",0
2010,00 to 17,Female,High school or equivalent,Native American,"$15,000 to $24,999",0
2010,00 to 17,Female,High school or equivalent,Native American,"$25,000 to $34,999",0
2010,00 to 17,Female,High school or equivalent,Native American,"$35,000 to $49,999",0
2010,00 to 17,Female,High school or equivalent,Native American,"$50,000 to $74,999",0
2010,00 to 17,Female,High school or equivalent,Native American,"$75,000 and over",0
2010,00 to 17,Female,High school or equivalent,Native American,No Income,78
2010,00 to 17,Female,High school or equivalent,Asian,No Income,78
2010,00 to 17,Female,High school or equivalent,Asian,"$5,000 to $9,999",0
2010,00 to 17,Female,High school or equivalent,Asian,"$10,000 to $14,999",0
2010,00 to 17,Female,High school or equivalent,Asian,"$15,000 to $24,999",0
2010,00 to 17,Female,High school or equivalent,Asian,"$25,000 to $34,999",0
2010,00 to 17,Female,High school or equivalent,Asian,"$35,000 to $49,999",0
2010,00 to 17,Female,High school or equivalent,Asian,"$50,000 to $74,999",0
2010,00 to 17,Female,High school or equivalent,Asian,"$75,000 and over",0
2010,00 to 17,Female,High school or equivalent,Asian,No Income,"3,388"
2010,00 to 17,Female,High school or equivalent,Other,No Income,"3,388"
2010,00 to 17,Female,High school or equivalent,Other,"$5,000 to $9,999",180
2010,00 to 17,Female,High school or equivalent,Other,"$10,000 to $14,999",238
2010,00 to 17,Female,High school or equivalent,Other,"$15,000 to $24,999",73
2010,00 to 17,Female,High school or equivalent,Other,"$25,000 to $34,999",0
2010,00 to 17,Female,High school or equivalent,Other,"$35,000 to $49,999",0
2010,00 to 17,Female,High school or equivalent,Other,"$50,000 to $74,999",0
2010,00 to 17,Female,High school or equivalent,Other,"$75,000 and over",0
2010,00 to 17,Female,High school or equivalent,Other,No Income,"3,919"
2010,00 to 17,Female,High school or equivalent,Other,No Income,"3,919"
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,No Income,"3,919"
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,"$5,000 to $9,999",118
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,"$10,000 to $14,999",351
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,"$15,000 to $24,999",124
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,"$25,000 to $34,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,"$35,000 to $49,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,"$50,000 to $74,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,"$75,000 and over",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",White,No Income,"6,465"
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,No Income,"6,465"
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$5,000 to $9,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$10,000 to $14,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$15,000 to $24,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$25,000 to $34,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$35,000 to $49,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$50,000 to $74,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,"$75,000 and over",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",African American,No Income,716
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,No Income,716
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,"$5,000 to $9,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,"$10,000 to $14,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,"$15,000 to $24,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,"$25,000 to $34,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,"$35,000 to $49,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,"$50,000 to $74,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,"$75,000 and over",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Native American,No Income,0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,No Income,0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$5,000 to $9,999",344
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$10,000 to $14,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$15,000 to $24,999",69
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$25,000 to $34,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$35,000 to $49,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$50,000 to $74,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,"$75,000 and over",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Asian,No Income,534
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,No Income,534
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$5,000 to $9,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$10,000 to $14,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$15,000 to $24,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$25,000 to $34,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$35,000 to $49,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$50,000 to $74,999",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,"$75,000 and over",0
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,No Income,"2,055"
2010,00 to 17,Female,"Some college, less than 4-yr degree",Other,No Income,"2,055"
2010,00 to 17,Female,Bachelor's degree or higher,White,No Income,"2,055"
2010,00 to 17,Female,Bachelor's degree or higher,White,"$5,000 to $9,999",0
2010,00 to 17,Female,Bachelor's degree or higher,White,"$10,000 to $14,999",0
2010,00 to 17,Female,Bachelor's degree or higher,White,"$15,000 to $24,999",0
2010,00 to 17,Female,Bachelor's degree or higher,White,"$25,000 to $34,999",0
2010,00 to 17,Female,Bachelor's degree or higher,White,"$35,000 to $49,999",0
2010,00 to 17,Female,Bachelor's degree or higher,White,"$50,000 to $74,999",0
2010,00 to 17,Female,Bachelor's degree or higher,White,"$75,000 and over",0
2010,00 to 17,Female,Bachelor's degree or higher,White,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,African American,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,African American,"$5,000 to $9,999",0
2010,00 to 17,Female,Bachelor's degree or higher,African American,"$10,000 to $14,999",0
2010,00 to 17,Female,Bachelor's degree or higher,African American,"$15,000 to $24,999",0
2010,00 to 17,Female,Bachelor's degree or higher,African American,"$25,000 to $34,999",0
2010,00 to 17,Female,Bachelor's degree or higher,African American,"$35,000 to $49,999",0
2010,00 to 17,Female,Bachelor's degree or higher,African American,"$50,000 to $74,999",0
2010,00 to 17,Female,Bachelor's degree or higher,African American,"$75,000 and over",0
2010,00 to 17,Female,Bachelor's degree or higher,African American,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,"$5,000 to $9,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,"$10,000 to $14,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,"$15,000 to $24,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,"$25,000 to $34,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,"$35,000 to $49,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,"$50,000 to $74,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,"$75,000 and over",0
2010,00 to 17,Female,Bachelor's degree or higher,Native American,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,"$5,000 to $9,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,"$10,000 to $14,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,"$15,000 to $24,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,"$25,000 to $34,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,"$35,000 to $49,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,"$50,000 to $74,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,"$75,000 and over",0
2010,00 to 17,Female,Bachelor's degree or higher,Asian,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,Other,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,Other,"$5,000 to $9,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Other,"$10,000 to $14,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Other,"$15,000 to $24,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Other,"$25,000 to $34,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Other,"$35,000 to $49,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Other,"$50,000 to $74,999",0
2010,00 to 17,Female,Bachelor's degree or higher,Other,"$75,000 and over",0
2010,00 to 17,Female,Bachelor's degree or higher,Other,No Income,0
2010,00 to 17,Female,Bachelor's degree or higher,Other,No Income,0
2010,00 to 17,Female,No high school diploma,White,No Income,0
2010,00 to 17,Female,No high school diploma,White,"$5,000 to $9,999","10,135"
2010,00 to 17,Female,No high school diploma,White,"$10,000 to $14,999","4,992"
2010,00 to 17,Female,No high school diploma,White,"$15,000 to $24,999","1,550"
2010,00 to 17,Female,No high school diploma,White,"$25,000 to $34,999",433
2010,00 to 17,Female,No high school diploma,White,"$35,000 to $49,999",0
2010,00 to 17,Female,No high school diploma,White,"$50,000 to $74,999",364
2010,00 to 17,Female,No high school diploma,White,"$75,000 and over",0
2010,00 to 17,Female,No high school diploma,White,No Income,"2,582,808"
2010,00 to 17,Female,No high school diploma,African American,No Income,"2,582,808"
2010,00 to 17,Female,No high school diploma,African American,"$5,000 to $9,999","3,526"
2010,00 to 17,Female,No high school diploma,African American,"$10,000 to $14,999",388
2010,00 to 17,Female,No high school diploma,African American,"$15,000 to $24,999",0
2010,00 to 17,Female,No high school diploma,African American,"$25,000 to $34,999",177
2010,00 to 17,Female,No high school diploma,African American,"$35,000 to $49,999",0
2010,00 to 17,Female,No high school diploma,African American,"$50,000 to $74,999",0
2010,00 to 17,Female,No high school diploma,African American,"$75,000 and over",0
2010,00 to 17,Female,No high school diploma,African American,No Income,"266,207"
2010,00 to 17,Female,No high school diploma,Native American,No Income,"266,207"
2010,00 to 17,Female,No high school diploma,Native American,"$5,000 to $9,999",163
2010,00 to 17,Female,No high school diploma,Native American,"$10,000 to $14,999",0
2010,00 to 17,Female,No high school diploma,Native American,"$15,000 to $24,999",0
2010,00 to 17,Female,No high school diploma,Native American,"$25,000 to $34,999",0
2010,00 to 17,Female,No high school diploma,Native American,"$35,000 to $49,999",0
2010,00 to 17,Female,No high school diploma,Native American,"$50,000 to $74,999",0
2010,00 to 17,Female,No high school diploma,Native American,"$75,000 and over",0
2010,00 to 17,Female,No high school diploma,Native American,No Income,"25,402"
2010,00 to 17,Female,No high school diploma,Asian,No Income,"25,402"
2010,00 to 17,Female,No high school diploma,Asian,"$5,000 to $9,999","1,027"
2010,00 to 17,Female,No high school diploma,Asian,"$10,000 to $14,999",340
2010,00 to 17,Female,No high school diploma,Asian,"$15,000 to $24,999",118
2010,00 to 17,Female,No high school diploma,Asian,"$25,000 to $34,999",0
2010,00 to 17,Female,No high school diploma,Asian,"$35,000 to $49,999",0
2010,00 to 17,Female,No high school diploma,Asian,"$50,000 to $74,999",91
2010,00 to 17,Female,No high school diploma,Asian,"$75,000 and over",133
2010,00 to 17,Female,No high school diploma,Asian,No Income,"490,152"
2010,00 to 17,Female,No high school diploma,Other,No Income,"490,152"
2010,00 to 17,Female,No high school diploma,Other,"$5,000 to $9,999","3,811"
2010,00 to 17,Female,No high school diploma,Other,"$10,000 to $14,999","2,498"
2010,00 to 17,Female,No high school diploma,Other,"$15,000 to $24,999",521
2010,00 to 17,Female,No high school diploma,Other,"$25,000 to $34,999",0
2010,00 to 17,Female,No high school diploma,Other,"$35,000 to $49,999",0
